"id","tid_not_to_be_used","airline","tag","tweet"
2741,508650775476994048,"JetBlue","dN$l0c19~Lwl","@JetBlue My appologies for the delay in uploading the video about #trueblue swag__it__ll be there soon. Thanks!"
2826,508706049898323968,"Delta","dN$l0c19~Lwl","@Delta @DeltaAssist DL1865 First class flight disappointing. Mechanical delays, no catering. Deborah, attendant was curt and unapologetic."
2828,508708439938174976,"United","dN$l0c19~Lwl","@united why am I not getting my priority boarding on my flight, when I have priority status? Boarding group 5 is unacceptable"
2850,508717100152922112,"American","dN$l0c19~Lwl","Approaching two hours sitting on the tarmac here in LAS, @AmericanAir.  I just want to go home."
2860,508721620098482176,"AlaskaAir","dN$l0c19~Lwl","@AlaskaAir terrible customer service. Booked business travel from SeaTac to Cleveland and one of the members if my group is left behind"
2930,508747370046423040,"United","dN$l0c19~Lwl",".@united stranded in AUS, was stuck on tarmac. But Capt. Raymond Haynes is a class act! Escorted us off plane and kept us updated! Props!"
3081,508795144150061056,"United","dN$l0c19~Lwl","@united @flychicago 2 hours late day&gt;ord, now no gate to deplane at ord.  Can't remember the last time an o'hare stop was on time!"
3115,508799784871010304,"American","dN$l0c19~Lwl","_@AmericanAir: @ilovetmills We apologize for the inconvenience. We should have #wheelsup soon and cooled off shortly._ I AM SCREAMING"
3204,508826995845627904,"United","dN$l0c19~Lwl","@TrevorMoran @united they always seem to have horrible complaints.... Get your shit together @united"
3283,508915604640636928,"American","dN$l0c19~Lwl","Flying delta today... I feel like in cheating on @AmericanAir"
3351,508974076438650880,"United","dN$l0c19~Lwl","Worst @united Canceled our flight, uncanceled it w/o letting us know. Lost car seats on depart; lost luggage, destroyed car seat on return."
3354,508974572025020416,"SouthWest","dN$l0c19~Lwl","@SouthwestAir my connection flight was delayed 2 hours and and made me miss my flight to MSP. Solution? #lateforwork http://t.co/O917Q791CJ"
3433,509000114753384448,"United","dN$l0c19~Lwl","@united Still no status on my bags.  Still missing. No further information. Not where they are, where they've been or where they are going."
3481,509020751035240448,"United","dN$l0c19~Lwl","@united is ruining our vacation. They have lost our bag which means we can't do anything we had planned until we get it back."
3516,509035024965193728,"American","dN$l0c19~Lwl","@RossTeri @chefmama4u @AmericanAir forced to check it from LAX but not when we went to LAX then they BROKE it! http://t.co/MGgm25x8Ip"
3553,509055993284546560,"SouthWest","dN$l0c19~Lwl","\"In case of a water landing...\" From Burbank to Phoenix?? Where the hell are you taking me @SouthwestAir?!?"
3588,509070849656496128,"United","dN$l0c19~Lwl","@united @dinaazein hahahahahahaa you too?! Join the club of lost luggage!"
3661,509104715322646528,"SouthWest","dN$l0c19~Lwl","Airtran (@SouthwestAir ) Will NEVER see my business again after this.  Flight 597."
3744,509138053001408512,"American","dN$l0c19~Lwl","I'm so angry at the broken power outlets on this @AmericanAir flight that I am willing to overlook that I am on the internet on an airplane."
3761,509147410921447424,"Delta","dN$l0c19~Lwl",".@DeltaAssist tells @KehindeTogun 2 call baggage claim after @Delta fails 2 locate baggage, claim line keeps cutting off, no answer. #fail"
3773,509152888593993728,"Delta","dN$l0c19~Lwl","@DeltaAssist understand the need for equipment that works, but arrived home 3 hours with destroyed luggage"
3787,509169311844691968,"SouthWest","dN$l0c19~Lwl","Bags sitting on the Tarmac in Orlando during rain = soaked stuff. Very disappoints in @SouthwestAir"
3831,509209180696100864,"VirginAmerica","dN$l0c19~Lwl","@VirginAmerica is my fav too&gt;The Best and Worst Airlines -- According to Twitter  http://t.co/9L6MHk11Lb"
3834,509216403661275136,"SouthWest","dN$l0c19~Lwl","Never use @SouthwestAir. Our flight was changed &amp; they didnt accommodate us. Now we r sleeping in the airport overnight w/ no food or drink"
3867,509307495501029376,"American","dN$l0c19~Lwl","@AmericanAir rude flight attendant in first class on the way to our honeymoon. Seems weird for American!! #Shocked"
3868,509307774304399360,"JetBlue","dN$l0c19~Lwl","@JetBlue flight was delayed, 35 min wait to gate, baggage stuck in chute delaying baggage. Just a whole bunch of bad luck"
3901,509347643957325824,"American","dN$l0c19~Lwl","@americanair I'll never fly with you again and I'll be sure to pass the word on to others"
3903,509351149804060672,"AlaskaAir","dN$l0c19~Lwl","the gate decided 2have a problem w/my hard case carryon this morning while the person behind me cruzed on board w/a 80L backpack @AlaskaAir"
3917,509359280148197376,"JetBlue","dN$l0c19~Lwl","Left my kindle on the plane this morning. @JetBlue sent an email to my kindle from lost &amp; found to let me know they had it. Super impressed!"
3941,509369962998136832,"Delta","dN$l0c19~Lwl","@deltaassist hi, could you give me delayed baggage _  status on 4006DL777539?"
3951,509372912051044352,"American","dN$l0c19~Lwl","2nd leg of my flight from Seattle to Toronto was cancelled. Had to make a 10-hr drive from Chicago to Toronto. Never flying AA.@AmericanAir"
3970,509384465370472448,"United","dN$l0c19~Lwl","@united on board video is racist as hell. Of course you chose the Asian girl to make a ridiculous origami airplane .."
4025,509422748956114944,"VirginAmerica","dN$l0c19~Lwl","Best, Worst #Airlines According to Twitter (@VirginAmerica a crowd favorite, @United great at infuriating passengers http://t.co/AacWKoWsTt"
4148,509496329694117888,"JetBlue","dN$l0c19~Lwl","@JetBlue flight 358 Burbank to JFK flight attendants joking while going over in flight safety #unprofessional #rude #lazy #UNACCEPTABLE"
4303,509702766970015744,"United","dN$l0c19~Lwl","@mlb says this is NOT blocking the plate. I'm soooo confuuuuused...oh and never fly @united http://t.co/NdEyrdc5km"
4304,509703611912581120,"Delta","dN$l0c19~Lwl","@DeltaAssist // So, when the flight attendant's seat is \"broken\" I just get bumped into a random empty seat with no warning?"
4320,509713975219867648,"JetBlue","dN$l0c19~Lwl","FLL&gt;&gt;&gt;LGA two days and back. @JetBlue flight was delayed by one hour. All good now headed out. #dontbetardy #travel"
4328,509719356197310464,"American","dN$l0c19~Lwl","@United_Airline Saddened to see the level of professionalism dropped below the floor. You are worse than @AmericanAir. Won't fly these two."
4351,509734989265928192,"American","dN$l0c19~Lwl","Vast disappointing; w/delays @AmericanAir doesn't make customer comfortable a priority- Rude staff. Choose alternate carrier where possible"
4496,509831177348587520,"SouthWest","dN$l0c19~Lwl","@SouthwestAir shocking...not!! Delayed again RSW to ISP 4th time in 3mos...better not get stuck in BWI again"
4509,509838502553726976,"JetBlue","dN$l0c19~Lwl","@JetBlue - I left a laptop on a flight earlier today that I need back BADLY.  I can't get a Customer Svc rep to ansewr any phone!  HELP!"
4550,509865822874263552,"American","dN$l0c19~Lwl","@AmericanAir Help! My 67yrold mom flight delayed from Ecuador-Miami. She uses a wheel chair, travels alone &amp; upgrade to 1stclass was denied."
4566,509876108292927488,"SouthWest","dN$l0c19~Lwl","@SanDiegoAirport I hope T1 is @SouthwestAir - going out of security and back in is insane!!!! #ridiculous"
4608,509901280790052864,"United","dN$l0c19~Lwl","@united 2 hr delay for the SFO to San Diego flight 1297 tonight. No text, no email, no warning &amp; no sympathy from lady at the gate."
4636,509931976338321408,"American","dN$l0c19~Lwl",". @AmericanAir Very disappointed with your service. Got charged extra $ b/c YOU assigned my flight to Alaska. Took you a month to respond."
4646,509956878622015488,"United","dN$l0c19~Lwl","Every time I fly @United there's some delay, cancellation, or other huge inconvenience. Up at 230 trying to fix it &amp; completely unsurprised."
4673,510021715091791872,"SouthWest","dN$l0c19~Lwl","Pls explain how @SouthwestAir and @FlyFrontier have flights leaving OKC to DEN on time, yet @united, same route is delayed for storms??"
4688,510034264378060800,"United","dN$l0c19~Lwl","Never Forget Flight 93 RT @united It's a time of remembrance. We remember our co-workers and all those who gave so much on this day."
4716,510054442654523392,"American","dN$l0c19~Lwl","@AmericanAir disappointed in AA's lack of response from your customer care team! How long does it take to respond to a claim / complaint?"
4749,510072894140207104,"American","dN$l0c19~Lwl","9/11  RT_@AmericanAir: Today, we pause to remember those we lost. They will forever be in our hearts._"
4750,510074288997949440,"American","dN$l0c19~Lwl","@AmericanAir As I supplied your document showing AA agreed a refund, I fail to see why it should take so long. It wdnt in the UK."
4756,510082482201718784,"United","dN$l0c19~Lwl","I'm on a @united airliner at EWR, waiting to take off for Houston. From there I will connect to Cancun. #Travel #TBEX #tbexcancun"
4839,510133047358812160,"JetBlue","dN$l0c19~Lwl","@JetBlue A fuel stop on a non-stop flight, and now an hour on the ground - because the printer's out of toner. #late"
4864,510151167037702144,"American","dN$l0c19~Lwl","@AmericanAir been stuck at DFW all afternoon. Was supposed to leave for D.C. At 1025. Maintenance issues on 2 different airplanes"
4884,510160890310950912,"United","dN$l0c19~Lwl","@stephen_patton @united ridiculous. how can it take 5 days 2 eventually send lost luggage THEN it gets lost again. Poor show. won't fly UAL"
4893,510165687306711040,"American","dN$l0c19~Lwl","@AmericanAir Hate to keep repeating this but sitting on hold to get my codeshare flight's actual booking #... Why not just publish it?"
4914,510173453081522176,"United","dN$l0c19~Lwl","Currently flying @united on September 11th.  I'll never forget _"
4923,510178006782853120,"United","dN$l0c19~Lwl",".@united hung up on my request to sit next to my 2yr old on 8+ hr flight. It must be a safety issue if she is sat on her own. Pls help."
4936,510185914258427904,"Delta","dN$l0c19~Lwl","@DeltaAssist  2039 delayed 1 hour plus will miss connection Help"
4964,510202391975960576,"Delta","dN$l0c19~Lwl","@DeltaAssist travelling YUL to BRU with a connec. to JFK. Put on seat request and asked to wait last minute. Now I cannot sit with partner"
4981,510210415222337536,"SouthWest","dN$l0c19~Lwl","@HayesGrier @Delta @SouthwestAir is beter.Just saying.when I go traveling I take southwest.n they r beter da Delta. I _u Hayes don't hate me"
4986,510210915141439488,"United","dN$l0c19~Lwl","Having to switch airlines, hopefully my bag gets the memo. I believe in you @united"
5021,510234477793386496,"United","dN$l0c19~Lwl","@united never flying with them again. So disappointed. Said they would reimburse my rental car-now they say they won't. Out $500.00 :("
5067,510258694052147200,"American","dN$l0c19~Lwl","@AmericanAir deeply disturbed that Dr. @KwameHolmes was assaulted on flights AA4246 &amp; his assailant not removed or arrested. Unacceptable."
5083,510273662776123392,"SouthWest","dN$l0c19~Lwl","I'd like to congratulate @southwestair. It takes a lot of work to make 7 consecutive flights from 4 different airports all late. GFJ AHOLES!"
5119,510375941806518272,"Delta","dN$l0c19~Lwl","@DeltaAssist can u help me with a flight issue?  booked upgrade able INTL Fare, upgrade never cleared, brut seats avail. SM2603333390"
5120,510376330878144512,"American","dN$l0c19~Lwl","Will never fly @AmericanAir again. STL&gt; MSY Wed PM. Worst customer service ever experienced. Shameful. Need to fire that gate agent."
5176,510419757334810624,"United","dN$l0c19~Lwl","All I want to do is get seat assignments on my @AirCanada and @united flight, current hold time on @AirCanada is 45 min to 1 hour. Insane."
5233,510451836994985984,"Delta","dN$l0c19~Lwl","@deltaassist I'm flying from jro airport to JFK in New York.  Flight delayed so will miss connection.  Can you help?  Confirmation h53zfs"
5255,510460360789225472,"VirginAmerica","dN$l0c19~Lwl","Fly from SFO to Palm Springs on @VirginAmerica! http://t.co/QqxL4oXUjw #Travels never been so fun! #FF #LuxTravelChat #WheelsUp"
5294,510484713174085632,"United","dN$l0c19~Lwl","@united has officially ruined my Maui vacation! Changed seats on me once again. "
5312,510494996550516736,"United","dN$l0c19~Lwl","@united 90 min delay missing connection. Now not getting until Midnight. caused me to b out hundreds of $ of missed plans. Furious! #screwed"
5334,510502765148532736,"SouthWest","dN$l0c19~Lwl","Forgot why not to fly @SouthwestAir. It's like eating @PapaJohns once a year.  I always forget and I always regret after. #delayed"
5390,510527348190756864,"American","dN$l0c19~Lwl","@AmericanAir in my frustration I transposed the 7 for a 2. AA3697 was the screwed up flight last night.  That flight is problematic. Fix it."
5458,510555775849484288,"Delta","dN$l0c19~Lwl","@DeltaAssist another unhappy Diamond customer."
5552,510598742391918592,"United","dN$l0c19~Lwl","@pjromano2 @united United - do not destroy this man's romanticism when it comes to air travel.  Give him channel 9."
5605,510634526629171200,"American","dN$l0c19~Lwl","2 flights, missing bags each time, not to mention delays. @AmericanAir is worse each day...no respect for passengers time."
5663,510750713300156416,"American","dN$l0c19~Lwl","@AmericanAir you've lost a bag for 4 days locator is: LIM BA 310149  what now?"
5710,510790791766478848,"American","dN$l0c19~Lwl","A delayed departure on @AmericanAir  fligjt to dallas as the APU is not working."
5775,510826484253343744,"United","dN$l0c19~Lwl","@AirlineFlyer @united channel 9 has been available on &lt;5 flights for me in the past decade, aka basically never."
5837,510871023198011392,"American","dN$l0c19~Lwl","@Suciawan @AmericanAir Are you on 136 today? It's been delayed again and at the FLSHP Lounge they are telling it's not fixed now."
5854,510887022903689216,"SouthWest","dN$l0c19~Lwl","@SouthwestAir Flight delayed BWI to LAX 4:05 :("
5861,510893269753294848,"United","dN$l0c19~Lwl","Hey @united we've been on the ground for an hour now waiting to get moved to the gate. We are missing our honey moon flight. Get it together"
5996,511142659076153344,"United","dN$l0c19~Lwl","8 mos since @united ramp agent kicked me &amp; baby off flight @PBI_Airport. That's $4,560 of lost revenue to @USAirways per 1 ramp agent."
6000,511146982887673856,"VirginAmerica","dN$l0c19~Lwl","@sassysandyg have a safe flight! Give an #executiveorder and tell  @VirginAmerica they better not make me wait tomorrow AM!"
6001,511147273070587904,"SouthWest","dN$l0c19~Lwl","@SouthwestAir 3 planes in on day have maintenance issues delaying my flights. No apologies just a be patient. I missed interviews bc of it"
6019,511158325065416704,"United","dN$l0c19~Lwl","@united needs to learn how to organize lines. Groups 1 and 2 in one line defeats purpose. Plus, I feel bad for GS guys who have to wait. ORD"
6036,511173950194208768,"United","dN$l0c19~Lwl","@united My ticket purchase keeps resulting in an error :-( Calling internationally for help and waiting on hold is going to get expensive"
6074,511198102192410624,"United","dN$l0c19~Lwl","Very disappointed in the customer service I experienced from a rude gate agent at ORD @united this may be the last time I fly with you guys"
6149,511251452728446976,"SouthWest","dN$l0c19~Lwl","So disappointed that my next two @SouthwestAir flights don't have WiFi on NFL Sunday :'( Looking forward to this all weekend."
6196,511276126417997824,"United","dN$l0c19~Lwl","A direct flight from SFO to IAD on a plane with no WiFi or really any IFE at all. I'm kinda embarrassed for @united. Missing @VirginAmerica."
6205,511278485672034304,"VirginAmerica","dN$l0c19~Lwl","Sitting on the runway for over an hour. I now hate you @VirginAmerica @virginmedia @Virgin"
6247,511299959539638272,"United","dN$l0c19~Lwl","@united just frustrated with your customer support. No need to argue with me on how global entry works esp when they are wrong"
6261,511309564851933184,"Delta","dN$l0c19~Lwl","@DeltaAssist Why is flight 3480 delayed from CVG to BOS?  Weather does not appear to be a problem."
6304,511329124221452288,"United","dN$l0c19~Lwl","Ugh @united sucks!! #unitedairlines"
6400,511484763220500480,"JetBlue","dN$l0c19~Lwl","@MarcEnsign Tell @JetBlue to stop listening to Wall St. Who is demanding they compromise customer service for profit. Not cool."
6405,511489309694631936,"Delta","dN$l0c19~Lwl","@DeltaAssist mechanical problems on flight 2226 today is no way to start a Monday."
6416,511499073422393344,"JetBlue","dN$l0c19~Lwl","@AmericanAir Flight 190. Delayed, due to mechanical issues and its hot as heck in here. Cramped like sardines in here. @JetBlue I MISS U!!!"
6491,511543032479768576,"Delta","dN$l0c19~Lwl","Had my 1st worst experience with  @Delta yesterday. Arrived back to ATL from HOU, &amp; my bag was busted open laying on carousel @DeltaAssist"
6533,511568854540386304,"Delta","dN$l0c19~Lwl","@DeltaAssist Delta- randomly changing our flight to Greece from a 26 hour flt o a 33 hour flt! grr!"
6540,511572089363767296,"American","dN$l0c19~Lwl","@AmericanAir so disappointed. Bumped me out of my paid \"premium\" seat and then put me by a window. So much for status meaning anything."
6546,511577830304776192,"AlaskaAir","dN$l0c19~Lwl","@EDDUESS @AlaskaAir FlightAware is showing most flights as still being \"scheduled\" with a couple AA and UA flights cancelled."
6609,511612236390203392,"American","dN$l0c19~Lwl","Maybe airline gate agents need to lay off the 2 bag max rule, especially when the flight is delayed. @AmericanAir"
6643,511635005165281280,"Delta","dN$l0c19~Lwl","Disappointed I just witnessed a gate agent rudely yell at an elderly man that he was in the wrong boarding line. @DeltaAssist @Delta #SEA"
6659,511644820834492416,"SouthWest","dN$l0c19~Lwl","@SouthwestAir 468 just landed at KOAK, had been sked KSJC-KPHX, sounds like a tech issue, taxiing to gate, per @RR_LiveAudio"
6694,511672901481689088,"SouthWest","dN$l0c19~Lwl","Another @SouthwestAir delayed flight, 2nd in a row..."
6710,511686289742381056,"American","dN$l0c19~Lwl","@AmericanAir how is that an even reasonable explanation? How is that reasonable to have 150 customers sitting around? HORRIBLE"
6745,511709282182909952,"VirginAmerica","dN$l0c19~Lwl","@VirginAmerica second flight of the day with you. Can't wait for my fruit snacks and white wine. Feeling hella grown 0:)"
6751,511713024265035776,"AlaskaAir","dN$l0c19~Lwl","@MeRadley @Timmorf @AlaskaAir that's Alaska Airlines for you! They're rude and unprofessional.. Next time go with @VirginAmerica"
6771,511728473187319808,"United","dN$l0c19~Lwl","@united I just called to change a flight; I have no problem w the change fee, but I shouldn't have to pay the outrageous difference in price"
6845,511868064049405952,"Delta","dN$l0c19~Lwl","@DeltaAssist may miss 10:59am flt out of LGA to ATL due to traffic. Can you tell me if next flt out looks open?"
6858,511880303045255168,"United","dN$l0c19~Lwl",".@United offers flight attendants $100K to leave | http://t.co/0Ava67hvaZ #aviation"
6874,511891607382405120,"JetBlue","dN$l0c19~Lwl","On a @JetBlue flight with someone in front who stinks of cinnamon. Really irritating my nose"
6876,511893703024447488,"United","dN$l0c19~Lwl","@bruneski @united I am on an American Airlines flight that I believe may have been featured on Mad Men:)"
6896,511907250999660544,"SouthWest","dN$l0c19~Lwl","@SouthwestAir's Pete McGlade: \"Many carriers from FSCs have targeted SW. Over time, none suffered for their convictions &amp; went away.\" #WLCAC"
6911,511915757958361088,"Delta","dN$l0c19~Lwl","@DeltaAssist please help reset my password. I was on hold for 20 minutes and never got he promised email for reset. Please help!"
6931,511933523645976576,"JetBlue","dN$l0c19~Lwl","@JetBlue usually I have nothing but good things to say about #JetBlue but I'm very upset with the website and customer service"
6942,511942718797676544,"American","dN$l0c19~Lwl","@AmericanAir sorry you're on the verge of bankruptcy constantly because you run a terrible business."
6976,511962648364478464,"American","dN$l0c19~Lwl","@mikedmerrill @AmericanAir Chocolate might have gotten you into this mess."
7022,511993161863147520,"JetBlue","dN$l0c19~Lwl","@JetBlue can you see if there is any availability on the late flight from jfk to Boston today?"
7025,511994740171345920,"American","dN$l0c19~Lwl","TIL: When I book my flight on @AmericanAir I should double check so I didn't actually book @USAirways coz US Airways is horrible to fly with"
7102,512059584635482112,"Delta","dN$l0c19~Lwl","@DeltaAssist just landed. Most delayed flight ever."
7129,512098264062390272,"SouthWest","dN$l0c19~Lwl","@SouthwestAir flight delayed again today. Nothing like two flights in a row delayed due to maintenance. Get your shit together southwest!"
7131,512101439783444480,"AlaskaAir","dN$l0c19~Lwl","@AlaskaAir and their lack of communication for a delayed flight is awful! 5 hours of \"we don't know\". #fail #customerservicefail #SanDiego"
